epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.0624,1.74767,2.08192,1.37162,0.68486,0.75083,0.81266,0.43445,1.49285,1.20724,1.27367,0.000469982,0.000469982,0.000469982
2,29.394,1.60281,1.12584,1.27478,0.79405,0.73255,0.8093,0.40649,1.60922,1.20749,1.36587,0.000936947,0.000936947,0.000936947
3,42.5015,1.5533,1.03902,1.28074,0.78127,0.80934,0.81531,0.41287,1.58892,1.038,1.36203,0.00139448,0.00139448,0.00139448
4,55.5678,1.53496,0.99663,1.27193,0.85874,0.83957,0.90172,0.48687,1.48361,0.85263,1.29206,0.00138656,0.00138656,0.00138656
5,68.7479,1.49384,0.92985,1.26315,0.86508,0.84315,0.89773,0.47948,1.50714,0.91305,1.31634,0.00137241,0.00137241,0.00137241
6,81.7125,1.48546,0.89353,1.24246,0.85758,0.83703,0.89021,0.45848,1.55831,0.8445,1.31696,0.00135826,0.00135826,0.00135826
7,94.6693,1.45527,0.87868,1.2305,0.89456,0.88442,0.92766,0.51702,1.43181,0.77224,1.26609,0.00134412,0.00134412,0.00134412
8,107.724,1.44895,0.85436,1.22787,0.89074,0.86983,0.91914,0.5069,1.45072,0.74868,1.24937,0.00132997,0.00132997,0.00132997
9,120.756,1.44393,0.83409,1.21592,0.90501,0.88361,0.92582,0.52112,1.40683,0.77806,1.24646,0.00131582,0.00131582,0.00131582
10,133.825,1.43105,0.83546,1.21272,0.90651,0.89784,0.93211,0.52329,1.36918,0.7329,1.22593,0.00130168,0.00130168,0.00130168
11,146.952,1.37958,0.77972,1.1978,0.9195,0.91108,0.94434,0.54257,1.39104,0.69982,1.22643,0.00128753,0.00128753,0.00128753
12,159.978,1.36487,0.77164,1.18748,0.92766,0.91112,0.94524,0.54895,1.36791,0.68197,1.22107,0.00127338,0.00127338,0.00127338
13,172.995,1.34645,0.75924,1.17685,0.9225,0.91158,0.94992,0.56428,1.32254,0.67303,1.19738,0.00125923,0.00125923,0.00125923
14,186.035,1.33445,0.74474,1.1515,0.91789,0.92727,0.95286,0.56458,1.32189,0.6618,1.20018,0.00124509,0.00124509,0.00124509
15,199.111,1.3427,0.7578,1.16727,0.90158,0.9087,0.93371,0.54031,1.3129,0.70897,1.19396,0.00123094,0.00123094,0.00123094
16,212.126,1.3201,0.73291,1.16162,0.91806,0.91797,0.95166,0.57353,1.30033,0.66156,1.17613,0.00121679,0.00121679,0.00121679
17,225.263,1.30032,0.71044,1.14871,0.93659,0.93453,0.96015,0.58397,1.28141,0.63516,1.17662,0.00120265,0.00120265,0.00120265
18,238.304,1.28463,0.70682,1.14367,0.90759,0.9095,0.94813,0.56509,1.32871,0.66147,1.19765,0.0011885,0.0011885,0.0011885
19,251.399,1.28052,0.71228,1.15188,0.93383,0.91747,0.96079,0.57919,1.28729,0.64573,1.18048,0.00117435,0.00117435,0.00117435
20,264.424,1.28791,0.69526,1.14397,0.92522,0.9033,0.94751,0.56955,1.3408,0.65936,1.19873,0.00116021,0.00116021,0.00116021
