epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.8917,1.91611,2.84857,1.45507,0.9616,0.16278,0.39349,0.20613,1.61121,2.87499,1.27595,0.000469982,0.000469982,0.000469982
2,26.4165,1.67948,1.6456,1.28725,0.7307,0.71984,0.79248,0.38714,1.62809,1.47877,1.29744,0.000927579,0.000927579,0.000927579
3,37.5552,1.61629,1.39176,1.27741,0.77488,0.77242,0.82337,0.4312,1.56436,1.17285,1.27727,0.00136631,0.00136631,0.00136631
4,48.8249,1.60952,1.25533,1.26225,0.82312,0.81435,0.8606,0.41772,1.62389,1.10654,1.31668,0.00134412,0.00134412,0.00134412
5,59.7406,1.55863,1.13258,1.24824,0.87511,0.84886,0.90868,0.48577,1.50913,0.89714,1.24861,0.00131582,0.00131582,0.00131582
6,70.7027,1.49956,1.01196,1.21315,0.86058,0.85814,0.89974,0.47782,1.53822,0.91836,1.25965,0.00128753,0.00128753,0.00128753
7,81.7718,1.48959,0.9806,1.20771,0.83856,0.8416,0.88483,0.48047,1.48174,0.95466,1.23521,0.00125923,0.00125923,0.00125923
8,92.7453,1.48171,0.95109,1.21503,0.87512,0.85806,0.9082,0.49917,1.48429,0.84517,1.22495,0.00123094,0.00123094,0.00123094
9,103.79,1.47639,0.92551,1.19673,0.88359,0.88311,0.9203,0.51666,1.42957,0.82249,1.20638,0.00120265,0.00120265,0.00120265
10,114.768,1.4268,0.89853,1.18166,0.8951,0.90536,0.93325,0.53135,1.41678,0.75787,1.20558,0.00117435,0.00117435,0.00117435
11,125.764,1.40781,0.85001,1.16645,0.90434,0.89205,0.93057,0.52326,1.44829,0.78151,1.21008,0.00114606,0.00114606,0.00114606
12,136.739,1.41134,0.85827,1.17416,0.91205,0.89208,0.93547,0.53539,1.40149,0.75178,1.1821,0.00111776,0.00111776,0.00111776
13,147.607,1.39368,0.83137,1.15678,0.91845,0.90191,0.93977,0.53975,1.38054,0.75103,1.17938,0.00108947,0.00108947,0.00108947
14,158.499,1.37725,0.82053,1.15395,0.90533,0.90202,0.93696,0.53249,1.39898,0.74919,1.18263,0.00106118,0.00106118,0.00106118
15,169.416,1.37868,0.81925,1.14873,0.91074,0.90177,0.94477,0.55968,1.36942,0.73787,1.16851,0.00103288,0.00103288,0.00103288
16,180.38,1.35735,0.79062,1.13809,0.92115,0.91259,0.94448,0.54539,1.3574,0.71732,1.1664,0.00100459,0.00100459,0.00100459
17,191.312,1.34233,0.77397,1.13343,0.92922,0.91954,0.95255,0.55487,1.3598,0.70627,1.16986,0.000976293,0.000976293,0.000976293
18,202.335,1.34468,0.77155,1.13268,0.92367,0.90662,0.94952,0.54568,1.39312,0.72165,1.17628,0.000947999,0.000947999,0.000947999
19,213.319,1.3172,0.76117,1.13084,0.93063,0.9211,0.95166,0.57159,1.34641,0.68405,1.16186,0.000919704,0.000919704,0.000919704
20,224.26,1.32507,0.75518,1.12961,0.91449,0.89843,0.94466,0.56073,1.32063,0.70483,1.15091,0.00089141,0.00089141,0.00089141
21,235.135,1.29944,0.74646,1.11802,0.93457,0.93628,0.95864,0.57708,1.30732,0.66368,1.13473,0.000863116,0.000863116,0.000863116
22,246.101,1.29269,0.72948,1.11846,0.92585,0.9317,0.95851,0.58071,1.30042,0.66067,1.13329,0.000834822,0.000834822,0.000834822
