epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,352.289,1.3034,0.70926,1.04153,0.92811,0.8892,0.94497,0.57612,1.25881,0.64196,1.04742,0.000848969,0.000848969,0.000848969
43,360.703,1.29498,0.72011,1.04003,0.94264,0.88507,0.94618,0.57753,1.242,0.6324,1.03508,0.000834822,0.000834822,0.000834822
44,368.922,1.26701,0.69544,1.03049,0.93884,0.88755,0.94492,0.57888,1.25668,0.63066,1.04225,0.000820675,0.000820675,0.000820675
45,377.214,1.28581,0.70321,1.03572,0.93237,0.89034,0.94726,0.58221,1.2407,0.62826,1.03779,0.000806528,0.000806528,0.000806528
46,385.52,1.29035,0.70875,1.03268,0.91996,0.87755,0.93939,0.57956,1.24608,0.64303,1.04514,0.00079238,0.00079238,0.00079238
47,393.928,1.2642,0.69791,1.02913,0.92083,0.91495,0.94924,0.59003,1.21927,0.61826,1.02895,0.000778233,0.000778233,0.000778233
48,402.199,1.24842,0.68562,1.01789,0.93607,0.90094,0.94983,0.58689,1.22624,0.62339,1.03038,0.000764086,0.000764086,0.000764086
49,410.459,1.26802,0.69808,1.0226,0.93805,0.91204,0.95374,0.59557,1.20598,0.61413,1.02772,0.000749939,0.000749939,0.000749939
50,418.924,1.26007,0.6856,1.01724,0.93387,0.89793,0.95092,0.59581,1.21985,0.61122,1.03153,0.000735792,0.000735792,0.000735792
51,427.328,1.26317,0.68001,1.01532,0.92916,0.91058,0.95119,0.58578,1.21852,0.6106,1.02499,0.000721645,0.000721645,0.000721645
52,435.665,1.22647,0.65943,1.01225,0.93494,0.91537,0.95381,0.5903,1.20563,0.59649,1.02007,0.000707498,0.000707498,0.000707498
53,444.032,1.22979,0.67215,1.00838,0.93236,0.90461,0.95167,0.58232,1.22121,0.6119,1.02932,0.000693351,0.000693351,0.000693351
54,452.358,1.23499,0.67402,1.0142,0.94944,0.90484,0.95749,0.60078,1.19256,0.59525,1.02101,0.000679204,0.000679204,0.000679204
55,460.783,1.22277,0.66673,1.01496,0.9407,0.90414,0.96125,0.59144,1.20659,0.60088,1.02232,0.000665057,0.000665057,0.000665057
56,469.168,1.19889,0.64381,1.0002,0.94265,0.91955,0.95749,0.60605,1.1759,0.58904,1.01312,0.000650909,0.000650909,0.000650909
57,477.506,1.22183,0.65469,1.00783,0.94144,0.91144,0.95576,0.59768,1.19356,0.59705,1.0164,0.000636762,0.000636762,0.000636762
58,485.753,1.21836,0.6575,1.01222,0.94346,0.90693,0.95804,0.60137,1.19499,0.58882,1.02443,0.000622615,0.000622615,0.000622615
59,494.045,1.20215,0.65035,1.0004,0.93693,0.91598,0.95593,0.61509,1.17235,0.58541,1.01285,0.000608468,0.000608468,0.000608468
60,502.432,1.19535,0.64035,1.00369,0.93914,0.897,0.94747,0.59549,1.19329,0.59261,1.0199,0.000594321,0.000594321,0.000594321
61,510.632,1.20603,0.64911,1.00439,0.94306,0.90128,0.95295,0.61313,1.16403,0.57925,1.00802,0.000580174,0.000580174,0.000580174
62,518.89,1.19366,0.65064,1.00384,0.92912,0.91526,0.95496,0.60633,1.18233,0.57433,1.01517,0.000566027,0.000566027,0.000566027
63,527.201,1.2066,0.65541,0.99993,0.94133,0.9045,0.96068,0.61206,1.1755,0.58249,1.01528,0.00055188,0.00055188,0.00055188
64,535.544,1.19213,0.64087,1.00044,0.93226,0.91392,0.95533,0.61063,1.1776,0.58077,1.0047,0.000537733,0.000537733,0.000537733
65,543.845,1.19764,0.64263,0.99253,0.94703,0.90945,0.95774,0.60204,1.18663,0.58424,1.02244,0.000523586,0.000523586,0.000523586
66,552.279,1.18102,0.63408,0.99757,0.95366,0.89706,0.95596,0.62346,1.14116,0.5779,1.00086,0.000509438,0.000509438,0.000509438
67,560.773,1.16996,0.62916,0.99198,0.94509,0.9153,0.96346,0.61282,1.13969,0.56695,0.99893,0.000495291,0.000495291,0.000495291
68,568.979,1.17029,0.64069,0.99513,0.92801,0.92032,0.95821,0.61595,1.1414,0.5621,1.00245,0.000481144,0.000481144,0.000481144
69,577.326,1.16963,0.62606,0.99707,0.9402,0.90249,0.95643,0.61838,1.15973,0.5714,1.00572,0.000466997,0.000466997,0.000466997
70,585.663,1.15083,0.61584,0.9825,0.94747,0.92242,0.96265,0.63269,1.11968,0.55091,0.991,0.00045285,0.00045285,0.00045285
71,593.945,1.17341,0.63586,0.99283,0.94251,0.92304,0.9592,0.62212,1.12463,0.56366,0.99804,0.000438703,0.000438703,0.000438703
72,602.37,1.15654,0.61898,0.98648,0.94183,0.92727,0.96144,0.63321,1.11515,0.55275,0.99257,0.000424556,0.000424556,0.000424556
73,611.051,1.15004,0.61255,0.98666,0.94635,0.91746,0.96195,0.62124,1.15167,0.55849,0.99881,0.000410409,0.000410409,0.000410409
74,619.493,1.14877,0.61733,0.98687,0.93849,0.91884,0.96128,0.62093,1.13501,0.55537,0.99705,0.000396262,0.000396262,0.000396262
75,627.951,1.15446,0.62882,0.98917,0.9393,0.93074,0.96261,0.63757,1.12177,0.54377,0.99419,0.000382115,0.000382115,0.000382115
