epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.0958,1.918,2.95411,1.4389,0.01999,0.23049,0.17876,0.08254,1.88091,3.71827,1.35203,0.000465256,0.000465256,0.000465256
2,23.4888,1.5956,1.52277,1.24083,0.9804,0.11092,0.45723,0.25358,1.97282,3.15737,1.43183,0.000932267,0.000932267,0.000932267
3,33.7293,1.55288,1.3186,1.22235,0.83692,0.40813,0.63317,0.33189,1.95558,2.34141,1.41365,0.00138985,0.00138985,0.00138985
4,43.9151,1.52432,1.16605,1.21977,0.79351,0.77529,0.84244,0.45415,1.75169,1.21924,1.2911,0.00138656,0.00138656,0.00138656
5,53.9767,1.49707,1.04975,1.19837,0.83103,0.71528,0.78775,0.42616,1.81105,1.51977,1.32511,0.00137241,0.00137241,0.00137241
6,64.0438,1.49203,0.99331,1.20377,0.82188,0.72809,0.81616,0.44747,1.77448,1.2546,1.31617,0.00135826,0.00135826,0.00135826
7,74.0664,1.42111,0.92125,1.18526,0.89647,0.80428,0.89157,0.4949,1.6634,1.00549,1.29637,0.00134412,0.00134412,0.00134412
8,84.1547,1.41931,0.89048,1.17322,0.84217,0.83713,0.88235,0.46885,1.68178,1.04484,1.25634,0.00132997,0.00132997,0.00132997
9,94.2807,1.40052,0.86671,1.15914,0.88275,0.83851,0.912,0.52812,1.65769,0.96684,1.27618,0.00131582,0.00131582,0.00131582
10,104.242,1.37899,0.82477,1.15903,0.8664,0.89156,0.9149,0.52687,1.56215,0.9078,1.23523,0.00130168,0.00130168,0.00130168
11,114.177,1.36244,0.80176,1.13789,0.91739,0.8601,0.9197,0.53229,1.59623,0.86797,1.21716,0.00128753,0.00128753,0.00128753
12,124.334,1.35801,0.79069,1.13744,0.88141,0.85294,0.90883,0.51643,1.60693,1.06364,1.23899,0.00127338,0.00127338,0.00127338
13,134.274,1.34008,0.77557,1.12617,0.90746,0.89211,0.9278,0.52132,1.5857,0.85051,1.21115,0.00125923,0.00125923,0.00125923
14,144.231,1.32453,0.76198,1.12905,0.91811,0.87915,0.93517,0.54482,1.6093,0.92841,1.23838,0.00124509,0.00124509,0.00124509
15,154.407,1.30727,0.74189,1.12119,0.85533,0.85267,0.90951,0.53101,1.61154,0.95435,1.25276,0.00123094,0.00123094,0.00123094
16,164.382,1.32655,0.75688,1.11671,0.91634,0.90633,0.93839,0.54807,1.5733,0.84099,1.23019,0.00121679,0.00121679,0.00121679
17,174.46,1.27095,0.71836,1.10762,0.91053,0.903,0.94038,0.54371,1.5796,0.81706,1.23606,0.00120265,0.00120265,0.00120265
18,184.484,1.28251,0.72441,1.10561,0.92173,0.90629,0.94222,0.54284,1.58936,0.82606,1.21794,0.0011885,0.0011885,0.0011885
19,194.543,1.25886,0.71254,1.09373,0.91012,0.89668,0.93761,0.53395,1.64904,0.84663,1.25771,0.00117435,0.00117435,0.00117435
20,204.692,1.25694,0.6974,1.09403,0.92842,0.89838,0.93631,0.53249,1.59551,0.82032,1.2107,0.00116021,0.00116021,0.00116021
21,214.73,1.24439,0.68971,1.09176,0.91578,0.9071,0.94004,0.54565,1.62289,0.80842,1.24846,0.00114606,0.00114606,0.00114606
22,224.611,1.22865,0.67103,1.07936,0.93062,0.88721,0.93433,0.55028,1.62311,0.82606,1.27457,0.00113191,0.00113191,0.00113191
23,234.66,1.22416,0.67205,1.08541,0.92446,0.89054,0.93954,0.54714,1.58979,0.80858,1.24492,0.00111776,0.00111776,0.00111776
24,244.526,1.21499,0.66753,1.0754,0.9093,0.89336,0.92946,0.53372,1.62098,0.81648,1.26962,0.00110362,0.00110362,0.00110362
25,254.567,1.20628,0.66395,1.06944,0.92594,0.90192,0.937,0.5466,1.5927,0.82237,1.25906,0.00108947,0.00108947,0.00108947
26,264.577,1.18392,0.64867,1.07189,0.91787,0.91997,0.94448,0.56015,1.56429,0.79275,1.22834,0.00107532,0.00107532,0.00107532
27,274.614,1.18669,0.65175,1.0561,0.91358,0.88676,0.93592,0.54575,1.59139,0.80985,1.2429,0.00106118,0.00106118,0.00106118
28,284.591,1.1724,0.63915,1.05784,0.93542,0.90515,0.94505,0.56295,1.59588,0.74497,1.30582,0.00104703,0.00104703,0.00104703
29,294.619,1.15679,0.63333,1.05666,0.92792,0.89949,0.94525,0.55986,1.58331,0.7672,1.27615,0.00103288,0.00103288,0.00103288
30,304.623,1.14435,0.62092,1.04989,0.92715,0.90391,0.94048,0.56367,1.52687,0.82593,1.2067,0.00101873,0.00101873,0.00101873
31,314.723,1.15969,0.62571,1.05208,0.92382,0.89168,0.93429,0.53623,1.61925,0.78183,1.30349,0.00100459,0.00100459,0.00100459
32,324.773,1.15004,0.61586,1.04552,0.94033,0.91468,0.9497,0.55027,1.67135,0.7891,1.30895,0.00099044,0.00099044,0.00099044
33,334.642,1.14373,0.61809,1.03747,0.91675,0.91924,0.94372,0.56714,1.61604,0.75423,1.29613,0.000976293,0.000976293,0.000976293
34,344.914,1.13134,0.60602,1.0366,0.92339,0.90717,0.94473,0.57222,1.59883,0.80062,1.26717,0.000962146,0.000962146,0.000962146
35,354.961,1.11973,0.59979,1.03073,0.92129,0.9096,0.93586,0.54994,1.56997,0.77738,1.27126,0.000947999,0.000947999,0.000947999
36,364.963,1.11552,0.59119,1.03038,0.94523,0.90724,0.95213,0.56989,1.57667,0.73642,1.29618,0.000933851,0.000933851,0.000933851
37,375.024,1.11142,0.59096,1.04307,0.92705,0.90133,0.94318,0.5742,1.59813,0.77756,1.24904,0.000919704,0.000919704,0.000919704
38,385.103,1.08937,0.5823,1.02948,0.92748,0.8939,0.9397,0.56916,1.64121,0.75923,1.33006,0.000905557,0.000905557,0.000905557
39,395.087,1.0986,0.59609,1.02754,0.94695,0.91332,0.95361,0.57624,1.61579,0.76258,1.27764,0.00089141,0.00089141,0.00089141
40,405.14,1.08901,0.57779,1.0225,0.92359,0.91325,0.94827,0.55716,1.63286,0.74197,1.31289,0.000877263,0.000877263,0.000877263
41,415.062,1.09991,0.59013,1.02627,0.94886,0.92925,0.95857,0.57083,1.62827,0.7411,1.30281,0.000863116,0.000863116,0.000863116
42,425.088,1.05899,0.56624,1.01783,0.92931,0.92565,0.94578,0.58126,1.62839,0.72443,1.31782,0.000848969,0.000848969,0.000848969
43,435.137,1.07662,0.57447,1.01971,0.91714,0.91145,0.94388,0.57362,1.62812,0.7677,1.3158,0.000834822,0.000834822,0.000834822
44,445.234,1.05237,0.56152,1.00323,0.93022,0.9205,0.95305,0.57949,1.62763,0.73566,1.30938,0.000820675,0.000820675,0.000820675
45,455.218,1.03431,0.54944,1.00115,0.92459,0.91346,0.94494,0.57194,1.59544,0.74486,1.291,0.000806528,0.000806528,0.000806528
46,465.186,1.04118,0.55271,1.00514,0.93309,0.9271,0.95228,0.58871,1.5992,0.72515,1.29664,0.00079238,0.00079238,0.00079238
47,475.38,1.03172,0.5477,0.99759,0.90091,0.92339,0.93998,0.57557,1.63444,0.78498,1.31154,0.000778233,0.000778233,0.000778233
48,485.421,1.04329,0.55511,1.01023,0.93117,0.90759,0.94573,0.57882,1.58145,0.75597,1.2783,0.000764086,0.000764086,0.000764086
49,495.416,1.0244,0.5417,0.99623,0.92994,0.91916,0.9497,0.58068,1.64263,0.7557,1.33091,0.000749939,0.000749939,0.000749939
50,505.46,1.01001,0.53818,0.98829,0.93761,0.91784,0.94846,0.57753,1.59782,0.73652,1.28124,0.000735792,0.000735792,0.000735792
51,515.453,0.99519,0.53549,0.98418,0.92118,0.92086,0.9434,0.57632,1.56966,0.73718,1.274,0.000721645,0.000721645,0.000721645
52,525.335,0.99593,0.5307,0.99079,0.92756,0.93128,0.95229,0.57881,1.55836,0.72727,1.27003,0.000707498,0.000707498,0.000707498
53,535.438,1.00058,0.52786,0.98404,0.93619,0.92456,0.95558,0.5867,1.57064,0.72256,1.25863,0.000693351,0.000693351,0.000693351
54,545.567,0.99463,0.52426,0.98188,0.92664,0.91102,0.9397,0.57775,1.63794,0.73724,1.32906,0.000679204,0.000679204,0.000679204
55,555.7,0.98054,0.51647,0.97581,0.93462,0.91811,0.95104,0.57748,1.58089,0.7027,1.28788,0.000665057,0.000665057,0.000665057
56,565.768,0.98038,0.5238,0.9769,0.9311,0.91,0.94675,0.5793,1.56711,0.71948,1.28393,0.000650909,0.000650909,0.000650909
