epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.7925,1.69985,1.96547,1.37644,0.82125,0.75103,0.84141,0.44725,1.49901,1.00469,1.28605,0.000469982,0.000469982,0.000469982
2,27.7004,1.53187,1.01484,1.26625,0.79188,0.63292,0.72892,0.39206,1.56923,1.19889,1.36507,0.000936947,0.000936947,0.000936947
3,40.639,1.53083,0.99877,1.27452,0.84011,0.78808,0.84814,0.4222,1.60598,0.98,1.37177,0.00139448,0.00139448,0.00139448
4,53.6552,1.50396,0.95089,1.2433,0.87974,0.78771,0.88167,0.47003,1.52328,1.02607,1.33987,0.00138656,0.00138656,0.00138656
5,66.7366,1.47675,0.88748,1.23991,0.89914,0.85895,0.91534,0.50309,1.47503,0.81665,1.26855,0.00137241,0.00137241,0.00137241
6,79.7008,1.42901,0.83194,1.21834,0.89796,0.84392,0.91182,0.50871,1.47192,0.80646,1.27383,0.00135826,0.00135826,0.00135826
7,92.7523,1.43177,0.82221,1.21635,0.9041,0.8861,0.93143,0.51067,1.47795,0.7662,1.25762,0.00134412,0.00134412,0.00134412
8,105.754,1.39576,0.80387,1.20878,0.88847,0.90623,0.93017,0.52589,1.41836,0.78008,1.24328,0.00132997,0.00132997,0.00132997
9,118.767,1.38187,0.76708,1.18764,0.89729,0.88795,0.92885,0.53597,1.39324,0.71724,1.22363,0.00131582,0.00131582,0.00131582
10,131.755,1.36437,0.76934,1.1787,0.91406,0.89343,0.93618,0.54168,1.40173,0.7125,1.22987,0.00130168,0.00130168,0.00130168
11,144.81,1.32642,0.73359,1.16901,0.92895,0.90647,0.94843,0.5668,1.3583,0.66002,1.20148,0.00128753,0.00128753,0.00128753
12,157.854,1.33716,0.72752,1.16892,0.92994,0.9085,0.94345,0.56354,1.34402,0.65568,1.19675,0.00127338,0.00127338,0.00127338
13,170.727,1.32958,0.71712,1.16951,0.93052,0.90256,0.95002,0.5624,1.35082,0.66203,1.20531,0.00125923,0.00125923,0.00125923
14,183.905,1.29022,0.69888,1.14331,0.92867,0.88655,0.93912,0.56615,1.33429,0.67936,1.19188,0.00124509,0.00124509,0.00124509
15,196.832,1.28977,0.69638,1.13793,0.92521,0.91906,0.95023,0.56921,1.2999,0.64136,1.17801,0.00123094,0.00123094,0.00123094
16,209.79,1.25226,0.67141,1.13387,0.94078,0.90108,0.94912,0.58657,1.29818,0.61957,1.18107,0.00121679,0.00121679,0.00121679
17,222.834,1.25486,0.66535,1.124,0.94678,0.9164,0.95627,0.59061,1.2747,0.61572,1.1689,0.00120265,0.00120265,0.00120265
18,235.788,1.2351,0.64908,1.12185,0.94434,0.92432,0.95426,0.57797,1.29638,0.6072,1.17353,0.0011885,0.0011885,0.0011885
19,248.702,1.22596,0.653,1.12663,0.93991,0.92764,0.96248,0.59386,1.26978,0.60277,1.14747,0.00117435,0.00117435,0.00117435
20,261.689,1.2109,0.64564,1.10513,0.93963,0.92533,0.95529,0.59673,1.27799,0.59765,1.16014,0.00116021,0.00116021,0.00116021
